application_id,borrower_id,application_date,approval_date,time_to_decision,application_status,amount_requested,approved_amount,interest_rate,term,ltv_ratio,combined_ltv,loan_purpose,credit_score,annual_income,property_value
sdv-id-JXuUMA,sdv-pii-24jl5,2024-11-17,2024-12-08,21,Approved,88676,5378,6.23,120,65.7,74.2,Home Improvement,781,108148,398130
sdv-id-FcSasz,sdv-pii-7864y,2024-03-25,,14,Denied,69091,21305,6.25,180,52.7,58.8,Debt Consolidation,790,78581,288789
sdv-id-zIrurC,sdv-pii-lphzd,2024-12-22,2024-12-22,14,Approved,63785,1370,6.01,180,62.6,70.9,Debt Consolidation,664,70837,293485
sdv-id-oOUifN,sdv-pii-xsjc7,2024-05-26,2023-12-18,12,Approved,149220,1872,3.3,360,81.9,90.3,Debt Consolidation,726,98096,397525
sdv-id-RrfChv,sdv-pii-anpxd,2022-02-28,2022-03-04,18,Withdrawn,121719,22,0.0,120,79.3,87.7,Debt Consolidation,624,65937,290903
sdv-id-JvHxZw,sdv-pii-zly1u,2024-12-09,2024-11-26,10,Approved,73469,18777,6.25,360,50.6,56.7,Home Improvement,794,91865,357994
sdv-id-jNzolC,sdv-pii-6zmif,2024-04-20,,16,Approved,148458,9126,6.24,360,78.9,86.4,Education Expenses,790,102720,453064
sdv-id-aLJlBY,sdv-pii-sqda3,2024-11-25,2024-12-09,11,Denied,93318,17331,6.25,120,50.0,55.9,Home Improvement,794,120928,402066
sdv-id-IcITLX,sdv-pii-ju1vh,2023-05-11,2023-12-11,11,Approved,96263,4729,6.23,240,70.9,79.6,Home Improvement,677,72014,354402
sdv-id-ANNoxL,sdv-pii-x7vx6,2023-05-25,2023-08-18,14,Approved,131250,149,0.08,240,86.2,93.6,Medical Expenses,626,65560,314724
sdv-id-vsdZXD,sdv-pii-948s2,2022-11-14,2024-01-24,16,Approved,73169,19,0.01,240,55.7,64.2,Education Expenses,608,61052,267289
sdv-id-Xhzfnd,sdv-pii-2oxc4,2022-06-28,,18,Approved,175168,168,0.01,120,89.2,96.9,Medical Expenses,651,70936,468300
sdv-id-clKjWY,sdv-pii-00678,2022-03-26,2022-09-26,13,Approved,67012,15346,6.25,360,50.5,57.6,Medical Expenses,766,96764,334261
sdv-id-OVZffg,sdv-pii-56si1,2022-09-12,2022-10-06,14,Denied,147807,440,0.11,360,75.5,82.8,Home Improvement,710,77144,412295
sdv-id-wcJVks,sdv-pii-coy6y,2024-09-15,2024-04-21,14,Withdrawn,113013,42108,6.25,360,58.7,63.2,Home Improvement,795,127717,501168
sdv-id-wWqLnD,sdv-pii-b49pl,2022-02-21,2022-08-20,17,Approved,111704,15127,6.25,120,67.6,72.9,Debt Consolidation,788,85912,365615
sdv-id-QifTmm,sdv-pii-7qh2y,2022-09-04,2022-10-16,10,Approved,52061,28249,6.25,360,44.1,49.9,Debt Consolidation,791,98691,284999
sdv-id-ScwsTM,sdv-pii-r4hmk,2023-07-22,2023-09-18,13,Approved,45272,15427,6.25,120,43.4,50.0,Home Improvement,777,69137,280898
sdv-id-nXuJDw,sdv-pii-p2w1h,2023-01-18,,18,Denied,156606,51,0.0,240,88.2,95.1,Home Improvement,654,62955,388948
sdv-id-lqUuEq,sdv-pii-h4zgw,2024-03-08,2024-05-09,14,Approved,64820,611,5.33,180,53.1,60.9,Debt Consolidation,609,64560,307801
sdv-id-VbtnbS,sdv-pii-7ie0v,2022-06-04,2022-06-08,11,Approved,48750,14179,6.25,120,43.1,49.3,Home Improvement,642,82091,271606
sdv-id-pQByvF,sdv-pii-tosr3,2024-02-02,2024-02-12,12,Approved,62359,6872,6.25,240,49.7,56.0,Debt Consolidation,775,73447,291640
sdv-id-JUCmlA,sdv-pii-9p1dv,2024-08-02,2024-02-29,12,Approved,78045,10050,6.25,240,57.9,66.2,Debt Consolidation,776,78622,310516
sdv-id-oBJtrl,sdv-pii-8igp8,2022-09-27,2022-03-18,12,Approved,64111,10211,6.25,240,56.5,62.9,Home Improvement,788,91156,332259
sdv-id-WXTzjr,sdv-pii-6sw7g,2022-03-01,2022-03-05,13,Approved,55891,38554,6.25,180,48.3,55.2,Debt Consolidation,793,73659,342624
sdv-id-hERzSP,sdv-pii-6zx3w,2022-10-07,2023-08-17,10,Approved,92710,3653,6.24,120,64.0,68.9,Debt Consolidation,721,63966,330405
sdv-id-RseBAy,sdv-pii-5sk8i,2024-07-27,2023-08-19,11,Denied,99993,160,0.07,240,70.6,79.7,Home Improvement,784,90726,344622
sdv-id-uHyzte,sdv-pii-3b4mv,2022-08-01,2022-07-12,13,Approved,161838,4845,6.07,360,77.3,82.7,Debt Consolidation,733,118893,444464
sdv-id-ZXhiyh,sdv-pii-d4lrc,2024-05-27,,22,Approved,138471,14,0.0,360,86.4,93.9,Debt Consolidation,646,62940,329012
sdv-id-lVDodQ,sdv-pii-lei3s,2022-08-12,2022-04-27,11,Approved,49036,42626,6.25,180,46.3,52.3,Home Improvement,793,121416,336283
sdv-id-hluXJB,sdv-pii-4fzfb,2022-11-25,2022-06-30,14,Approved,105607,39505,6.25,360,67.6,74.6,Debt Consolidation,793,129427,464263
sdv-id-hUpueT,sdv-pii-gwjoi,2024-09-28,2024-08-13,15,Approved,147243,2450,5.54,180,80.8,86.8,Debt Consolidation,769,99917,432953
sdv-id-Fsqzwz,sdv-pii-8tn09,2023-07-25,2023-10-17,16,Approved,68959,10804,6.25,180,61.0,68.0,Debt Consolidation,716,64080,313467
sdv-id-tGAfTE,sdv-pii-1a0q2,2022-12-29,2023-07-13,21,Approved,101781,37310,6.25,240,63.8,72.8,Home Improvement,784,137121,511951
sdv-id-TkErXg,sdv-pii-xz8kn,2024-02-26,,9,Approved,61663,12032,6.25,120,44.9,50.1,Home Improvement,793,101630,332474
sdv-id-yFafOW,sdv-pii-71nno,2023-02-08,,11,Approved,131102,10373,6.25,360,65.3,69.6,Home Improvement,658,108032,475692
sdv-id-CXjxEL,sdv-pii-pv2uj,2023-09-22,2023-10-20,12,Approved,106750,9516,6.25,180,68.2,74.4,Medical Expenses,720,79114,323207
sdv-id-ujkfao,sdv-pii-g7k40,2023-03-20,2022-10-03,11,Approved,99057,6883,6.24,360,61.5,67.7,Debt Consolidation,731,95676,336247
sdv-id-phUbEA,sdv-pii-6cy1a,2022-07-07,2022-12-04,14,Approved,44121,88496,6.25,240,42.7,48.8,Debt Consolidation,780,100492,280119
sdv-id-fstrOy,sdv-pii-5j1da,2023-05-23,2023-11-13,15,Approved,159086,207,0.01,360,85.2,92.4,Debt Consolidation,664,70726,441636
sdv-id-AvTPqR,sdv-pii-hk8sd,2022-08-04,2023-05-14,12,Approved,105423,5005,6.24,240,70.5,77.5,Home Improvement,731,74013,411280
sdv-id-KDzzWF,sdv-pii-8if92,2022-04-13,2022-05-11,13,Denied,101493,536,1.93,240,78.0,85.4,Debt Consolidation,782,65295,330631
sdv-id-RYkbjM,sdv-pii-atnit,2022-05-09,2022-07-09,10,Approved,79204,446,2.16,360,60.6,67.2,Education Expenses,676,64480,325914
sdv-id-kPkaWv,sdv-pii-k6shm,2024-04-20,2024-07-02,23,Denied,183619,144,0.0,360,89.8,97.2,Debt Consolidation,752,75636,454145
sdv-id-RTkCYV,sdv-pii-bltnd,2023-08-24,2022-09-08,19,Approved,131303,27,0.0,180,82.9,90.7,Debt Consolidation,612,64542,319442
sdv-id-KLPRst,sdv-pii-liknb,2023-05-07,2023-01-15,14,Approved,118803,4367,6.17,120,67.8,72.9,Debt Consolidation,664,106736,359774
sdv-id-BjxKGQ,sdv-pii-ovil1,2022-08-18,,12,Withdrawn,55156,20637,6.25,180,50.7,57.9,Medical Expenses,773,71219,283480
sdv-id-yUIajp,sdv-pii-qi5tj,2022-11-30,2022-12-03,11,Approved,60942,15146,6.25,240,49.6,56.1,Debt Consolidation,746,80903,310233
sdv-id-lKkpxs,sdv-pii-pmzry,2023-07-04,2023-11-01,15,Approved,118497,11366,6.25,360,73.4,80.6,Home Improvement,795,100482,498693
sdv-id-XUMHRO,sdv-pii-sxd1w,2023-04-09,2022-09-06,14,Approved,111298,2986,5.15,180,81.6,89.7,Home Improvement,702,95942,346653
sdv-id-jEMyRm,sdv-pii-kase2,2023-05-17,,16,Approved,145645,11893,6.25,360,76.1,84.0,Home Improvement,786,91031,442780
sdv-id-FnzVwy,sdv-pii-x9nlz,2022-08-25,2023-03-05,12,Approved,103137,12502,6.25,240,63.1,70.5,Debt Consolidation,765,96753,427901
sdv-id-vGtOhB,sdv-pii-rmwja,2023-10-16,,14,Denied,51809,1152,6.2,180,53.4,61.5,Home Improvement,650,66541,269411
sdv-id-XbjDnn,sdv-pii-klq27,2022-12-23,2022-06-07,12,Approved,43629,26729,6.25,180,43.3,49.1,Debt Consolidation,715,83994,284666
sdv-id-ZgVxHx,sdv-pii-pqwro,2022-12-21,2024-01-09,12,Approved,111387,46980,6.25,240,56.7,60.3,Medical Expenses,792,85171,458288
sdv-id-KORIay,sdv-pii-7w3f9,2022-04-13,,26,Pending,187265,58,0.0,240,90.6,97.9,Home Improvement,648,103461,496195
sdv-id-xRBzMH,sdv-pii-7ot2c,2023-07-24,2022-08-05,19,Approved,114573,28,0.0,360,82.3,92.9,Home Improvement,644,68362,397831
sdv-id-KRfkhe,sdv-pii-ocd4x,2024-11-14,2024-09-21,21,Approved,147372,6408,5.87,180,83.5,90.5,Debt Consolidation,793,90837,476849
sdv-id-mimBTa,sdv-pii-09z4b,2022-10-06,,14,Approved,171635,711,0.05,360,81.4,87.8,Home Improvement,794,107991,478319
sdv-id-hzNwAk,sdv-pii-6irof,2022-06-28,2022-09-15,13,Pending,57047,157,0.6,240,44.5,51.2,Debt Consolidation,662,61645,279970
sdv-id-vBlBGc,sdv-pii-jlo0v,2024-01-28,,11,Approved,134109,28174,6.25,360,70.1,76.6,Home Improvement,772,141615,466705
sdv-id-IVoFlS,sdv-pii-tabvi,2024-04-13,2023-12-24,12,Approved,69601,34631,6.25,240,48.4,54.8,Debt Consolidation,786,94281,386458
sdv-id-gOmTge,sdv-pii-v4fn6,2023-07-06,2022-08-16,11,Approved,188182,10336,5.12,240,89.0,95.9,Home Improvement,776,130288,534137
sdv-id-LACGDk,sdv-pii-auk01,2023-05-12,2022-05-22,17,Approved,95243,9875,6.25,180,76.6,85.5,Medical Expenses,794,101307,403623
sdv-id-apzEWS,sdv-pii-rn4ea,2023-10-17,2024-01-21,13,Approved,90715,3377,6.25,180,63.4,69.3,Education Expenses,616,63739,297735
sdv-id-hxvwMD,sdv-pii-5zesj,2024-09-13,2024-03-30,20,Approved,161326,48,0.0,120,79.7,87.3,Debt Consolidation,764,66752,463648
sdv-id-QDluNq,sdv-pii-va0r2,2024-10-22,2024-06-21,13,Approved,149425,14454,6.25,120,75.6,82.3,Debt Consolidation,765,126275,515835
sdv-id-jLEpoh,sdv-pii-3jkai,2023-09-13,2023-01-30,13,Approved,76432,31581,6.25,360,49.5,54.7,Debt Consolidation,789,122486,426508
sdv-id-sqwSRT,sdv-pii-22265,2022-07-25,2023-06-05,16,Approved,125506,190,0.01,360,83.9,92.7,Home Improvement,742,78684,391358
sdv-id-APSFew,sdv-pii-rnhq9,2022-08-12,2023-02-20,11,Approved,102342,32135,6.25,360,56.2,62.3,Debt Consolidation,782,129116,483517
sdv-id-Ufatmw,sdv-pii-z8qfg,2024-10-09,2024-08-25,16,Approved,54770,4601,6.25,360,54.3,62.0,Debt Consolidation,722,78837,275542
sdv-id-uEOyeJ,sdv-pii-5mf3r,2023-11-16,2023-05-18,14,Approved,47667,39039,6.25,240,44.0,50.6,Education Expenses,707,87832,281071
sdv-id-PAYYnY,sdv-pii-ptvc7,2024-04-27,,14,Approved,83343,17357,6.25,180,68.2,77.0,Medical Expenses,683,72680,328312
sdv-id-JdfNVC,sdv-pii-b0rf1,2022-05-08,2023-01-31,15,Approved,65481,68169,6.25,180,47.7,53.2,Debt Consolidation,794,120659,363893
sdv-id-YjfNdG,sdv-pii-uvr1p,2024-10-09,2024-12-01,16,Approved,92084,18240,6.25,120,55.8,62.2,Home Improvement,792,100758,419437
sdv-id-zZXEEQ,sdv-pii-hb2c6,2024-05-25,2023-12-03,11,Approved,39960,126511,6.25,240,40.8,47.1,Debt Consolidation,795,122368,297861
sdv-id-mWDIrE,sdv-pii-0k1da,2023-02-02,2023-06-10,14,Pending,195889,284,0.0,360,89.0,96.5,Home Improvement,775,103587,512381
sdv-id-timPJK,sdv-pii-a7mas,2022-07-30,2022-02-10,9,Approved,61744,23561,6.25,120,44.0,49.9,Home Improvement,640,109895,344666
sdv-id-uqjudr,sdv-pii-5kdw0,2022-02-28,,12,Approved,69418,86521,6.25,360,43.0,48.8,Home Improvement,795,136699,412562
sdv-id-hONcBW,sdv-pii-qy3o5,2023-04-17,2023-03-06,16,Approved,62465,47421,6.25,240,50.6,57.5,Debt Consolidation,774,98666,356326
sdv-id-ZePAaI,sdv-pii-h2rzc,2024-07-12,,14,Approved,45690,21993,6.25,180,43.6,49.9,Medical Expenses,795,70093,294903
sdv-id-pMmmgL,sdv-pii-t2rhm,2023-08-12,2023-10-01,12,Approved,50570,120268,6.25,240,42.7,48.5,Home Improvement,795,137695,416987
sdv-id-fwMCba,sdv-pii-kye3h,2022-09-04,2022-06-13,16,Approved,77113,7245,6.25,120,66.8,74.0,Medical Expenses,714,70818,308084
sdv-id-GARPJs,sdv-pii-qhw6y,2022-06-19,2022-04-28,14,Withdrawn,110014,2825,3.31,240,72.2,80.3,Debt Consolidation,674,73974,368793
sdv-id-DnmXdD,sdv-pii-o47lz,2023-06-08,,15,Pending,182143,38,0.0,240,89.8,96.9,Debt Consolidation,661,82515,455406
sdv-id-RqFvMh,sdv-pii-t3g8u,2024-04-18,2024-02-11,15,Approved,93118,116846,6.25,240,53.8,58.6,Home Improvement,795,135955,495961
sdv-id-gVtQRh,sdv-pii-dv47c,2022-06-18,2022-09-05,10,Pending,112568,24422,6.25,360,58.3,62.4,Home Improvement,794,116524,450636
sdv-id-lcvxUJ,sdv-pii-uoswn,2024-12-22,2024-12-21,11,Approved,84589,50545,6.25,360,47.4,53.3,Home Improvement,795,136973,491883
sdv-id-TXBInW,sdv-pii-51qnp,2022-05-11,2022-08-14,11,Approved,120643,21559,6.25,240,69.5,75.0,Debt Consolidation,750,104748,447289
sdv-id-NOpqBc,sdv-pii-78lx2,2022-05-03,2022-06-02,14,Denied,109855,0,0.0,240,86.0,93.7,Debt Consolidation,608,61665,285228
sdv-id-zFbtLY,sdv-pii-q605r,2023-05-05,2023-06-24,11,Approved,132555,220,0.02,120,75.3,83.2,Debt Consolidation,775,109786,425217
sdv-id-gLpRsx,sdv-pii-87i9b,2022-01-14,2022-04-11,9,Approved,65959,8458,6.25,240,47.9,53.6,Education Expenses,756,67368,318288
sdv-id-vTBFiG,sdv-pii-j5b04,2024-01-07,2023-01-24,20,Approved,150884,56252,6.25,120,75.4,80.0,Education Expenses,795,149199,524663
sdv-id-CwBmwH,sdv-pii-bgadq,2022-10-21,2023-09-24,11,Approved,119777,92926,6.25,180,53.6,58.8,Education Expenses,794,143742,507012
sdv-id-enhMoG,sdv-pii-ai6dg,2023-11-04,2022-05-12,16,Pending,99621,327,1.79,180,78.0,86.1,Debt Consolidation,726,62132,290385
sdv-id-XLFLsi,sdv-pii-iuvzq,2024-09-14,,17,Pending,176926,4,0.0,360,89.4,97.1,Medical Expenses,616,69064,418046
sdv-id-BuYQSP,sdv-pii-tug9a,2023-10-18,,11,Approved,45909,33912,6.25,180,43.1,48.9,Debt Consolidation,782,68746,267117
sdv-id-RlrLfu,sdv-pii-67wl1,2022-10-21,2023-01-26,17,Approved,101226,78684,6.25,240,60.4,65.3,Debt Consolidation,792,125187,484791
sdv-id-QRhIRT,sdv-pii-fq3jt,2022-05-12,,14,Approved,80916,12457,6.25,180,70.8,77.4,Home Improvement,792,84860,332556
sdv-id-XYloav,sdv-pii-nn96p,2022-12-19,2023-04-02,11,Approved,61386,87777,6.25,240,48.7,55.2,Medical Expenses,794,111751,424116
sdv-id-yFkOhU,sdv-pii-esbtu,2023-01-31,,18,Approved,143147,1661,4.84,360,83.2,90.4,Education Expenses,735,91984,361478
sdv-id-Mkaqzc,sdv-pii-qtssy,2024-05-12,2023-11-22,19,Denied,168054,11,0.0,240,88.7,96.5,Home Improvement,645,65560,343877
sdv-id-WCfqmH,sdv-pii-wos2r,2022-08-21,2022-05-07,18,Denied,158638,3049,3.82,180,87.5,94.9,Education Expenses,730,85259,442121
sdv-id-CAZbXX,sdv-pii-p6f8h,2024-08-20,2024-02-19,19,Pending,74386,972,6.01,180,65.0,72.3,Education Expenses,657,62322,275310
sdv-id-tYFjPY,sdv-pii-shjlo,2022-04-15,2022-06-07,20,Pending,108682,322,0.32,180,76.5,81.5,Debt Consolidation,661,64880,329520
sdv-id-WMLPhl,sdv-pii-8vlfe,2022-12-24,,13,Pending,124462,15,0.0,180,83.6,91.4,Education Expenses,605,61829,304144
sdv-id-PDPlzA,sdv-pii-eqfwo,2024-10-19,2024-09-21,12,Approved,114933,4611,5.66,240,71.7,80.2,Home Improvement,785,102964,506398
sdv-id-AQlCmC,sdv-pii-un1en,2022-10-27,2023-01-09,11,Approved,75940,15307,6.25,360,52.5,59.5,Home Improvement,777,96424,391806
sdv-id-AiXqVn,sdv-pii-funlk,2023-11-22,,13,Pending,87269,356,0.78,240,72.2,82.7,Home Improvement,736,69933,316095
sdv-id-UMCxmt,sdv-pii-fi8vs,2023-03-23,2022-11-28,12,Approved,70721,34486,6.25,180,48.0,52.5,Home Improvement,777,83562,304001
sdv-id-BbdeYS,sdv-pii-ubkbv,2024-01-22,,14,Approved,131519,5596,5.93,360,82.4,90.3,Home Improvement,765,100973,477884
sdv-id-CXyLEx,sdv-pii-z9tn3,2024-01-23,2022-11-12,15,Pending,104285,162,0.07,240,80.0,87.7,Education Expenses,758,68496,348969
sdv-id-LEuLne,sdv-pii-39qho,2022-02-02,,11,Pending,133013,1564,0.52,360,83.7,91.5,Home Improvement,742,78369,438186
sdv-id-SOcQFq,sdv-pii-vhn4f,2024-08-20,2024-07-08,11,Approved,54603,4765,6.25,120,46.1,52.7,Home Improvement,792,81125,328296
sdv-id-GlrDLf,sdv-pii-wd32m,2022-12-16,2023-03-07,12,Withdrawn,94955,189,0.08,360,60.3,66.9,Home Improvement,708,78044,408211
sdv-id-rQiJhq,sdv-pii-rauna,2024-11-15,2024-05-31,14,Denied,85679,15208,6.25,180,72.2,78.9,Home Improvement,744,93651,364574
sdv-id-ErjOMs,sdv-pii-elsli,2024-03-28,,14,Approved,119654,39521,6.25,360,61.5,67.9,Home Improvement,782,130357,473206
sdv-id-AuqFWy,sdv-pii-f0hcy,2022-01-11,,13,Approved,163350,3350,1.56,360,81.9,89.9,Education Expenses,783,98813,471454
sdv-id-DxoFhR,sdv-pii-loj5l,2023-03-04,2023-05-27,17,Approved,137370,15655,6.25,120,71.3,76.7,Medical Expenses,788,113747,493919
sdv-id-yxfQTg,sdv-pii-ymv8s,2022-01-21,2022-02-06,14,Pending,124383,78,0.0,240,77.9,83.6,Home Improvement,624,61791,349187
sdv-id-RZhneN,sdv-pii-g1npi,2023-07-06,2023-07-31,16,Approved,83578,48527,6.25,360,51.9,56.4,Home Improvement,795,132997,526542
sdv-id-tmMKiI,sdv-pii-6tm68,2022-04-06,,12,Approved,98800,18438,6.25,360,65.5,74.8,Debt Consolidation,653,84701,418081
sdv-id-QBqdsh,sdv-pii-kdi73,2023-01-02,2022-10-12,10,Approved,88770,213,0.14,240,67.9,77.1,Education Expenses,693,64463,283637
sdv-id-zYKQRN,sdv-pii-frucr,2023-09-08,2023-12-10,13,Approved,127721,10072,6.25,180,70.0,77.0,Medical Expenses,723,81370,389324
sdv-id-oeVZmI,sdv-pii-eokvr,2024-03-08,2024-08-03,12,Approved,83717,16172,6.25,360,50.5,56.5,Home Improvement,789,108426,468865
sdv-id-hdYQNN,sdv-pii-dsye9,2024-07-03,,12,Approved,52896,42079,6.25,180,43.5,49.5,Medical Expenses,773,90920,282414
sdv-id-sOEwJa,sdv-pii-j0cya,2022-04-02,,16,Denied,79788,2373,5.71,240,56.1,63.3,Education Expenses,654,62353,322703
sdv-id-ZGLqZp,sdv-pii-30pbj,2022-02-12,,12,Approved,111520,24252,6.25,120,56.4,61.8,Home Improvement,779,110671,396955
sdv-id-iOOGTw,sdv-pii-uvpeg,2024-03-14,2024-02-05,14,Approved,100187,25018,6.25,120,64.5,71.4,Debt Consolidation,794,109391,398656
sdv-id-knAmOu,sdv-pii-7w2rm,2022-08-17,2023-02-23,20,Approved,132972,2494,5.54,180,85.5,93.8,Medical Expenses,615,69654,365450
sdv-id-FeOXHi,sdv-pii-vx0ra,2023-11-06,2023-09-19,16,Approved,71066,38181,6.25,120,54.6,59.8,Home Improvement,795,132468,473360
sdv-id-mbrIXv,sdv-pii-5rpxc,2022-07-02,2022-08-10,8,Approved,52526,30039,6.25,180,46.3,52.5,Home Improvement,749,79746,296732
sdv-id-FenZSi,sdv-pii-6dbq5,2022-09-10,2022-05-01,11,Pending,78713,35,0.06,180,73.6,83.7,Education Expenses,648,61216,283770
sdv-id-njLrxw,sdv-pii-2zvto,2024-02-28,,12,Approved,154275,837,0.05,360,84.0,92.3,Home Improvement,717,114319,479189
sdv-id-tCmEpH,sdv-pii-7aadm,2023-01-23,2023-11-13,16,Approved,196912,9962,6.19,120,88.8,95.2,Debt Consolidation,740,123268,530830
sdv-id-TnDNrg,sdv-pii-szcho,2023-01-30,2022-09-10,11,Approved,125395,45959,6.25,240,65.8,69.5,Debt Consolidation,795,129614,495479
sdv-id-hlwyPW,sdv-pii-5szbn,2022-02-17,,14,Approved,88684,41688,6.25,240,55.9,60.6,Home Improvement,795,104665,401146
sdv-id-gmPxVJ,sdv-pii-ju8is,2023-12-02,2024-01-29,13,Denied,95971,3732,5.76,240,64.4,71.1,Home Improvement,665,80669,438778
sdv-id-MwRrqB,sdv-pii-94ubk,2023-08-31,2024-02-06,16,Approved,78685,37831,6.25,240,59.8,66.5,Debt Consolidation,793,96109,420152
sdv-id-jjBcSs,sdv-pii-45h8q,2022-03-24,2022-10-18,18,Pending,174336,280,0.08,240,88.6,95.7,Medical Expenses,642,64903,413349
sdv-id-WVIOVk,sdv-pii-ypvny,2022-07-12,2023-03-21,17,Approved,192884,1352,0.61,360,88.2,95.6,Debt Consolidation,784,123203,532509
sdv-id-TkmDHh,sdv-pii-9wl84,2024-09-15,2024-08-06,16,Pending,200760,0,0.0,120,91.1,98.4,Home Improvement,610,71885,464596
sdv-id-iDJaYY,sdv-pii-r0qiw,2022-08-13,2022-06-12,20,Approved,89989,8451,6.25,120,67.6,73.5,Home Improvement,779,90780,367235
sdv-id-SShmGW,sdv-pii-xx4s8,2022-02-24,,16,Approved,93402,10244,6.25,180,69.5,74.8,Medical Expenses,779,65505,266766
sdv-id-yEUCds,sdv-pii-0nxvi,2023-09-13,2023-10-19,15,Approved,96906,14938,6.25,240,62.2,69.1,Home Improvement,778,94930,402887
sdv-id-bYBiRM,sdv-pii-a4jo2,2023-04-22,2023-03-25,16,Approved,121824,22199,6.25,360,65.1,72.9,Education Expenses,790,118967,510201
sdv-id-VjFkLA,sdv-pii-tssdx,2022-07-27,2023-06-10,10,Approved,94352,37933,6.25,120,56.7,61.5,Education Expenses,783,93537,358467
sdv-id-tNBpgu,sdv-pii-hpxbn,2022-08-31,,10,Approved,76117,7735,6.25,360,51.5,60.5,Home Improvement,719,92521,389746
sdv-id-idEeOY,sdv-pii-35p3u,2023-01-26,2023-08-14,16,Approved,40416,66443,6.25,180,41.5,47.7,Medical Expenses,773,76041,268690
sdv-id-Mvcxib,sdv-pii-r0tz5,2024-06-26,2024-06-08,10,Denied,67389,545,3.73,240,59.5,68.2,Education Expenses,639,63239,308038
sdv-id-pQgfbR,sdv-pii-j7jfu,2024-10-28,2024-08-09,22,Denied,132041,85,0.01,180,87.6,94.7,Home Improvement,685,73662,369104
sdv-id-EOwMmw,sdv-pii-4qfjb,2022-11-08,2023-05-04,16,Approved,54423,12541,6.25,180,45.8,52.0,Debt Consolidation,769,78689,307857
sdv-id-DeguPd,sdv-pii-5hmyd,2023-06-04,,11,Approved,87950,32981,6.25,120,53.7,59.0,Education Expenses,753,99347,381672
sdv-id-IBuFMX,sdv-pii-t0tmv,2024-12-08,,14,Denied,190659,982,0.06,360,88.6,96.0,Debt Consolidation,763,106070,488312
sdv-id-gvTUJK,sdv-pii-3a1zs,2022-04-24,,11,Pending,82102,172,0.25,240,68.3,76.7,Medical Expenses,626,61746,273213
sdv-id-ynqrZn,sdv-pii-jwwhq,2022-05-09,2022-04-12,15,Approved,58676,8755,6.25,180,53.3,61.4,Medical Expenses,651,62285,326602
sdv-id-vcVdBl,sdv-pii-31or8,2022-06-06,2022-04-02,15,Approved,124847,68,0.01,360,84.2,92.9,Debt Consolidation,655,62546,282725
sdv-id-EUlovf,sdv-pii-25p5p,2023-08-15,,10,Approved,44072,13529,6.25,120,41.6,47.7,Home Improvement,740,76725,279517
sdv-id-tLIKbo,sdv-pii-h5kfp,2022-07-23,2022-10-20,16,Approved,42253,8529,6.25,360,42.4,48.7,Medical Expenses,686,66003,270525
sdv-id-LsTPNd,sdv-pii-cfpqz,2024-04-03,2024-10-10,10,Approved,141057,9766,6.24,360,77.2,84.5,Education Expenses,739,82182,471754
sdv-id-GWahQR,sdv-pii-v2ce9,2023-06-26,2022-10-13,12,Approved,84493,16964,6.25,180,66.1,73.4,Medical Expenses,784,95375,324618
sdv-id-aBeThJ,sdv-pii-1zyo6,2022-12-31,2023-08-15,12,Approved,61820,16058,6.25,240,50.0,57.2,Home Improvement,699,76259,352903
sdv-id-RnJseZ,sdv-pii-75603,2024-06-24,2024-05-24,13,Approved,60104,11395,6.25,240,45.8,51.7,Medical Expenses,753,82686,308865
sdv-id-hCCIYu,sdv-pii-2clyk,2024-04-06,2024-01-19,12,Approved,54665,77710,6.25,240,42.5,48.6,Debt Consolidation,792,126870,300344
sdv-id-GBcnZg,sdv-pii-hmjs9,2024-06-07,2024-05-14,14,Approved,68252,13913,6.25,180,46.0,51.3,Education Expenses,679,66009,307439
sdv-id-qJWnMV,sdv-pii-o04pe,2023-10-17,,15,Approved,108216,53384,6.25,180,62.0,66.1,Education Expenses,795,98507,389618
sdv-id-LWapuB,sdv-pii-4c9th,2023-02-11,2022-06-21,10,Approved,61472,11761,6.25,240,56.1,63.9,Home Improvement,745,90193,293518
sdv-id-jhegob,sdv-pii-f0f8s,2023-06-18,2023-03-02,17,Approved,187981,6592,5.15,360,87.5,94.6,Debt Consolidation,760,133752,525867
sdv-id-OBENuQ,sdv-pii-m3e91,2024-10-09,2024-08-26,12,Approved,89789,41694,6.25,180,49.6,55.2,Debt Consolidation,764,112308,437731
sdv-id-IZPeoU,sdv-pii-f3yk9,2023-07-23,,9,Approved,53489,80133,6.25,360,42.9,48.7,Home Improvement,795,114970,305743
sdv-id-kqejek,sdv-pii-b8yj3,2022-05-25,2022-06-17,13,Approved,53848,46050,6.25,180,46.9,52.4,Home Improvement,790,87062,318563
sdv-id-feRUtR,sdv-pii-bycii,2023-12-20,,13,Denied,78631,4639,6.25,240,60.2,67.1,Home Improvement,655,69419,303161
sdv-id-WMqrwl,sdv-pii-2p15n,2023-04-16,,14,Approved,97414,225,0.55,360,78.1,87.4,Debt Consolidation,608,69301,304455
sdv-id-HDIIsN,sdv-pii-tyda8,2023-08-25,,10,Denied,69434,5895,6.25,180,56.1,62.0,Debt Consolidation,719,66634,311483
sdv-id-pMspGL,sdv-pii-r5wob,2023-09-17,2023-01-10,14,Approved,66512,42554,6.25,360,44.7,50.0,Home Improvement,795,96062,343591
